000089,深圳机场,881151,机场航运
000090,天健集团,881153,房地产开发
000096,广聚能源,881108,基础化学
000099,中信海直,881151,机场航运
000100,TCL集团,881132,视听器材
000150,宜华健康,881144,医疗器械服务
000151,中成股份,881159,贸易
000153,丰原药业,881140,化学制药
000155,*ST川化,881109,化学制品
000156,华数传媒,881162,通信服务
000157,中联重科,881118,专用设备
000158,常山股份,881135,纺织制造
000159,国际实业,881108,基础化学
000166,申万宏源,881157,证券
000301,东方市场,881145,电力
000333,美的集团,881131,白色家电
000338,潍柴动力,881126,汽车零部件
000400,许继电气,881120,电气设备
000401,冀东水泥,881115,建筑材料
000402,金融街,881153,房地产开发
000403,ST生化,881142,生物制品
000404,华意压缩,881131,白色家电
000407,胜利股份,881146,燃气水务
000408,藏格控股,881109,化学制品
000409,山东地矿,881165,综合
000410,*ST沈机,881117,通用设备
000411,英特集团,881143,医药商业
000413,东旭光电,881122,光学光电子
000415,渤海金控,881156,保险及其他
000416,民生控股,881156,保险及其他
000417,合肥百货,881158,零售
000418,小天鹅Ａ,881131,白色家电
000419,通程控股,881158,零售
000420,吉林化纤,881110,化工合成材料
000421,南京公用,881146,燃气水务
000422,湖北宜化,881109,化学制品
000423,东阿阿胶,881141,中药
000425,徐工机械,881118,专用设备
000426,兴业矿业,881113,有色冶炼加工
000428,华天酒店,881161,酒店及餐饮
000429,粤高速Ａ,881149,公路铁路运输
000430,张家界,881160,景点及旅游
000488,晨鸣纸业,881137,造纸
000498,山东路桥,881116,建筑装饰
000501,鄂武商Ａ,881158,零售
000502,绿景控股,881153,房地产开发
000503,海虹控股,881143,医药商业
000504,南华生物,881164,传媒
000505,珠江控股,881153,房地产开发
000506,中润资源,881153,房地产开发
000507,珠海港,881148,港口航运
000509,华塑控股,881115,建筑材料
000510,金路集团,881108,基础化学
000511,*ST烯碳,881114,新材料
000513,丽珠集团,881140,化学制药
000514,渝开发,881153,房地产开发
000516,国际医学,881158,零售
000517,荣安地产,881153,房地产开发
000518,四环生物,881142,生物制品
000519,中兵红箭,881114,新材料
000520,长航凤凰,881148,港口航运
000521,美菱电器,881131,白色家电
000523,广州浪奇,881109,化学制品
000524,岭南控股,881161,酒店及餐饮
000525,红太阳,881109,化学制品
000526,*ST紫学,881164,传媒
000528,柳工,881118,专用设备
000529,广弘控股,881165,综合
000530,大冷股份,881117,通用设备
000531,穗恒运Ａ,881145,电力
000532,华金资本,881156,保险及其他
000533,万家乐,881131,白色家电
000534,万泽股份,881153,房地产开发
000536,华映科技,881122,光学光电子
000537,广宇发展,881153,房地产开发
000538,云南白药,881141,中药
000539,粤电力Ａ,881145,电力
000540,中天金融,881153,房地产开发
000541,佛山照明,881131,白色家电
000543,皖能电力,881145,电力
000544,中原环保,881146,燃气水务
000545,金浦钛业,881108,基础化学
000546,金圆股份,881115,建筑材料
000547,航天发展,881129,通信设备
000548,湖南投资,881149,公路铁路运输
000550,江铃汽车,881125,汽车整车
000551,创元科技,881118,专用设备
000552,靖远煤电,881105,煤炭开采
000553,沙隆达Ａ,881109,化学制品
000554,泰山石油,881108,基础化学
000555,神州信息,881163,计算机应用
000557,西部创业,881149,公路铁路运输
000558,莱茵体育,881153,房地产开发
000559,万向钱潮,881126,汽车零部件
000560,昆百大Ａ,881158,零售
000561,烽火电子,881129,通信设备
000563,陕国投Ａ,881156,保险及其他
000564,供销大集,881158,零售
000565,渝三峡Ａ,881109,化学制品
000566,海南海药,881140,化学制药
000567,海德股份,881153,房地产开发
000568,泸州老窖,881133,饮料制造
000570,苏常柴Ａ,881117,通用设备
000571,新大洲Ａ,881105,煤炭开采
000572,海马汽车,881125,汽车整车
000573,粤宏远Ａ,881153,房地产开发
000576,广东甘化,881137,造纸
000581,威孚高科,881126,汽车零部件
000582,北部湾港,881148,港口航运
000584,哈工智能,881117,通用设备
000585,东北电气,881120,电气设备
000586,汇源通信,881129,通信设备
000587,金洲慈航,881139,家用轻工
000589,黔轮胎Ａ,881110,化工合成材料
000590,启迪古汉,881141,中药
000591,太阳能,881145,电力
000592,平潭发展,881101,种植业与林业
000593,大通燃气,881146,燃气水务
000595,*ST宝实,881117,通用设备
000596,古井贡酒,881133,饮料制造
000597,东北制药,881140,化学制药
000598,兴蓉环境,881146,燃气水务
000599,青岛双星,881110,化工合成材料
000600,建投能源,881145,电力
000601,韶能股份,881145,电力
000603,盛达矿业,881113,有色冶炼加工
000605,渤海股份,881146,燃气水务
000606,神州易桥,881141,中药
000607,华媒控股,881164,传媒
000608,阳光股份,881153,房地产开发
000609,绵石投资,881156,保险及其他
000610,西安旅游,881160,景点及旅游
000611,天首发展,881135,纺织制造
000612,焦作万方,881113,有色冶炼加工
000613,*ST东海A,881161,酒店及餐饮
000615,京汉股份,881153,房地产开发
000616,海航投资,881153,房地产开发
000617,中油资本,881117,通用设备
000619,海螺型材,881115,建筑材料
000620,新华联,881153,房地产开发
000622,恒立实业,881126,汽车零部件
000623,吉林敖东,881141,中药
000625,长安汽车,881125,汽车整车
000626,远大控股,881159,贸易
000627,天茂集团,881156,保险及其他
000628,高新发展,881165,综合
000629,*ST钒钛,881106,石油矿业开采
000630,铜陵有色,881113,有色冶炼加工
000631,顺发恒业,881153,房地产开发
000632,三木集团,881165,综合
000633,合金投资,881113,有色冶炼加工
000635,英力特,881108,基础化学
000636,风华高科,881121,半导体及元件
000637,茂化实华,881108,基础化学
000638,万方发展,881153,房地产开发
000639,西王食品,881103,农产品加工
000650,仁和药业,881141,中药
000651,格力电器,881131,白色家电
000652,泰达股份,881165,综合
000655,金岭矿业,881106,石油矿业开采
000656,金科股份,881153,房地产开发
000657,中钨高新,881113,有色冶炼加工
000659,*ST中富,881138,包装印刷
000661,长春高新,881142,生物制品
000662,天夏智慧,881109,化学制品
000663,永安林业,881139,家用轻工
000665,湖北广电,881162,通信服务
000666,经纬纺机,881156,保险及其他
000667,美好置业,881153,房地产开发
000668,荣丰控股,881153,房地产开发
000669,金鸿能源,881146,燃气水务
000670,盈方微,881121,半导体及元件
000671,阳光城,881153,房地产开发
000672,上峰水泥,881115,建筑材料
000673,当代东方,881164,传媒
000676,智度股份,881164,传媒
000677,恒天海龙,881110,化工合成材料
000678,襄阳轴承,881126,汽车零部件
000679,大连友谊,881158,零售
000680,山推股份,881118,专用设备
000681,视觉中国,881164,传媒
000682,东方电子,881120,电气设备
000683,远兴能源,881108,基础化学
000685,中山公用,881146,燃气水务
000686,东北证券,881157,证券
000687,华讯方舟,881129,通信设备
000688,建新矿业,881113,有色冶炼加工
000690,宝新能源,881145,电力
000691,ST亚太,881153,房地产开发
000692,惠天热电,881145,电力
000693,*ST华泽,881113,有色冶炼加工
000695,滨海能源,881145,电力
000697,炼石有色,881113,有色冶炼加工
000698,沈阳化工,881108,基础化学
000700,模塑科技,881126,汽车零部件
000701,厦门信达,881121,半导体及元件
000702,正虹科技,881103,农产品加工
000703,恒逸石化,881110,化工合成材料
000705,浙江震元,881143,医药商业
000707,双环科技,881108,基础化学
000708,大冶特钢,881112,钢铁
000709,河钢股份,881112,钢铁
000710,贝瑞基因,881144,医疗器械服务
000711,京蓝科技,881165,综合
000712,锦龙股份,881157,证券
000713,丰乐种业,881101,种植业与林业
000715,中兴商业,881158,零售
000716,黑芝麻,881134,食品加工制造
000717,韶钢松山,881112,钢铁
000718,苏宁环球,881153,房地产开发
000719,大地传媒,881164,传媒
000720,新能泰山,881145,电力
000721,西安饮食,881161,酒店及餐饮
000722,湖南发展,881145,电力
000723,美锦能源,881105,煤炭开采
000725,京东方Ａ,881122,光学光电子
000726,鲁泰Ａ,881135,纺织制造
000727,华东科技,881122,光学光电子
000728,国元证券,881157,证券
000729,燕京啤酒,881133,饮料制造
000731,四川美丰,881109,化学制品
000732,泰禾集团,881153,房地产开发
000733,振华科技,881121,半导体及元件
000735,罗牛山,881102,养殖业
000736,中房地产,881153,房地产开发
000737,南风化工,881109,化学制品
000738,航发控制,881166,国防军工
000739,普洛药业,881140,化学制药
000750,国海证券,881157,证券
000751,锌业股份,881113,有色冶炼加工
000752,西藏发展,881133,饮料制造
000753,漳州发展,881128,交运设备服务
000755,*ST三维,881111,化工新材料
000756,新华制药,881140,化学制药
000757,浩物股份,881126,汽车零部件
000758,中色股份,881113,有色冶炼加工
000759,中百集团,881158,零售
000760,斯太尔,881126,汽车零部件
000761,本钢板材,881112,钢铁
000762,西藏矿业,881106,石油矿业开采
000766,通化金马,881141,中药
000767,漳泽电力,881145,电力
000768,中航飞机,881166,国防军工
000776,广发证券,881157,证券
000777,中核科技,881117,通用设备
000778,新兴铸管,881112,钢铁
000779,三毛派神,881135,纺织制造
000780,*ST平能,881105,煤炭开采
000782,美达股份,881110,化工合成材料
000783,长江证券,881157,证券
000785,武汉中商,881158,零售
000786,北新建材,881115,建筑材料
000788,北大医药,881140,化学制药
000789,万年青,881115,建筑材料
000790,泰合健康,881141,中药
000791,甘肃电投,881145,电力
000792,盐湖股份,881109,化学制品
000793,华闻传媒,881164,传媒
000795,英洛华,881114,新材料
000796,凯撒旅游,881160,景点及旅游
000797,中国武夷,881153,房地产开发
000798,中水渔业,881102,养殖业
000799,酒鬼酒,881133,饮料制造
000800,一汽轿车,881125,汽车整车
000801,四川九洲,881132,视听器材
000802,北京文化,881164,传媒
000803,*ST金宇,881153,房地产开发
000806,银河生物,881120,电气设备
000807,云铝股份,881113,有色冶炼加工
000809,*ST新城,881153,房地产开发
000810,创维数字,881132,视听器材
000811,烟台冰轮,881117,通用设备
000812,陕西金叶,881138,包装印刷
000813,德展健康,881140,化学制药
000815,美利云,881137,造纸
000816,智慧农业,881117,通用设备
000818,方大化工,881111,化工新材料
000819,岳阳兴长,881108,基础化学
000820,神雾节能,881147,环保工程
000821,京山轻机,881118,专用设备
000822,山东海化,881108,基础化学
000823,超声电子,881121,半导体及元件
000825,太钢不锈,881112,钢铁
000826,启迪桑德,881147,环保工程
000828,东莞控股,881149,公路铁路运输
000829,天音控股,881158,零售
000830,鲁西化工,881109,化学制品
000831,五矿稀土,881113,有色冶炼加工
000833,贵糖股份,881137,造纸
000835,长城动漫,881164,传媒
000836,鑫茂科技,881129,通信设备
000837,秦川机床,881117,通用设备
000838,财信发展,881153,房地产开发
000839,中信国安,881165,综合
000848,承德露露,881133,饮料制造
000850,华茂股份,881135,纺织制造
000851,高鸿股份,881129,通信设备
000852,石化机械,881118,专用设备
000856,冀东装备,881118,专用设备
000858,五粮液,881133,饮料制造
000859,国风塑业,881110,化工合成材料
000860,顺鑫农业,881133,饮料制造
000861,海印股份,881158,零售
000862,银星能源,881145,电力
000863,三湘印象,881153,房地产开发
000868,安凯客车,881125,汽车整车
000869,张裕Ａ,881133,饮料制造
000875,吉电股份,881145,电力
000876,新希望,881103,农产品加工
000877,天山股份,881115,建筑材料
000878,云南铜业,881113,有色冶炼加工
000880,潍柴重机,881117,通用设备
000881,中广核技,881110,化工合成材料
000882,华联股份,881158,零售
000883,湖北能源,881145,电力
000885,同力水泥,881115,建筑材料
000886,海南高速,881149,公路铁路运输
000887,中鼎股份,881126,汽车零部件
000888,峨眉山Ａ,881160,景点及旅游
000889,茂业通信,881129,通信设备
000890,法尔胜,881117,通用设备
000892,欢瑞世纪,881164,传媒
000893,东凌国际,881103,农产品加工
000895,双汇发展,881134,食品加工制造
000897,津滨发展,881153,房地产开发
000898,鞍钢股份,881112,钢铁
000899,赣能股份,881145,电力
000900,现代投资,881149,公路铁路运输
000901,航天科技,881119,仪器仪表
000902,新洋丰,881109,化学制品
000903,云内动力,881126,汽车零部件
000905,厦门港务,881148,港口航运
000906,浙商中拓,881159,贸易
000908,景峰医药,881140,化学制药
000909,数源科技,881130,计算机设备
000910,大亚圣象,881139,家用轻工
000911,南宁糖业,881103,农产品加工
000912,泸天化,881109,化学制品
000913,钱江摩托,881127,非汽车交运
000915,山大华特,881140,化学制药
000916,华北高速,881149,公路铁路运输
000917,电广传媒,881162,通信服务
000918,嘉凯城,881153,房地产开发
000919,金陵药业,881144,医疗器械服务
000920,南方汇通,881109,化学制品
000921,海信科龙,881131,白色家电
000922,*ST佳电,881120,电气设备
000923,河北宣工,881118,专用设备
000925,众合科技,881127,非汽车交运
000926,福星股份,881153,房地产开发
000927,一汽夏利,881125,汽车整车
000928,中钢国际,881116,建筑装饰
000929,兰州黄河,881133,饮料制造
000930,中粮生化,881103,农产品加工
000931,中关村,881140,化学制药
000932,*ST华菱,881112,钢铁
000933,神火股份,881113,有色冶炼加工
000935,四川双马,881115,建筑材料
000936,华西股份,881110,化工合成材料
000937,冀中能源,881105,煤炭开采
000938,紫光股份,881130,计算机设备
000939,凯迪生态,881145,电力
000948,南天信息,881130,计算机设备
000949,新乡化纤,881110,化工合成材料
000950,*ST建峰,881109,化学制品
000951,中国重汽,881125,汽车整车
000952,广济药业,881140,化学制药
000953,*ST河化,881109,化学制品
000955,欣龙控股,881135,纺织制造
000957,中通客车,881125,汽车整车
000958,东方能源,881145,电力
000959,首钢股份,881112,钢铁
000960,锡业股份,881113,有色冶炼加工
000961,中南建设,881153,房地产开发
000962,东方钽业,881114,新材料
000963,华东医药,881143,医药商业
000965,天保基建,881153,房地产开发
000966,长源电力,881145,电力
000967,盈峰环境,881120,电气设备
000968,蓝焰控股,881107,采掘服务
000969,安泰科技,881114,新材料
000970,中科三环,881114,新材料
000971,高升控股,881163,计算机应用
000972,*ST中基,881103,农产品加工
000973,佛塑科技,881110,化工合成材料
000975,银泰资源,881113,有色冶炼加工
000976,春晖股份,881127,非汽车交运
000977,浪潮信息,881130,计算机设备
000978,桂林旅游,881160,景点及旅游
000979,中弘股份,881153,房地产开发
000980,众泰汽车,881125,汽车整车
000981,银亿股份,881153,房地产开发
000982,*ST中绒,881135,纺织制造
000983,西山煤电,881105,煤炭开采
000985,大庆华科,881109,化学制品
000987,越秀金控,881158,零售
000988,华工科技,881123,其他电子
000989,九芝堂,881141,中药
000990,诚志股份,881140,化学制药
000993,闽东电力,881145,电力
000995,皇台酒业,881133,饮料制造
000996,中国中期,881128,交运设备服务
000997,新大陆,881130,计算机设备
000998,隆平高科,881101,种植业与林业
000999,华润三九,881141,中药
001696,宗申动力,881126,汽车零部件
001896,豫能控股,881145,电力
001979,招商蛇口,881153,房地产开发
002001,新和成,881140,化学制药
002002,鸿达兴业,881108,基础化学
002003,伟星股份,881135,纺织制造
002004,华邦健康,881109,化学制品
002005,德豪润达,881122,光学光电子
002006,精功科技,881118,专用设备
002007,华兰生物,881142,生物制品
002008,大族激光,881123,其他电子
002009,天奇股份,881118,专用设备
002010,传化智联,881109,化学制品
002011,盾安环境,881131,白色家电
002012,凯恩股份,881137,造纸
002013,中航机电,881166,国防军工
002014,永新股份,881138,包装印刷
002015,霞客环保,881110,化工合成材料
002016,世荣兆业,881153,房地产开发
002017,东信和平,881129,通信设备
002018,华信国际,881109,化学制品
002019,亿帆医药,881140,化学制药
002020,京新药业,881140,化学制药
002021,中捷资源,881118,专用设备
002022,科华生物,881142,生物制品
002023,海特高新,881166,国防军工
002024,苏宁云商,881158,零售
002025,航天电器,881124,电子制造
002026,山东威达,881117,通用设备
002027,分众传媒,881164,传媒
002028,思源电气,881120,电气设备
002029,七匹狼,881136,服装家纺
002030,达安基因,881142,生物制品
002031,巨轮智能,881117,通用设备
002032,苏泊尔,881131,白色家电
002033,丽江旅游,881160,景点及旅游
002034,美欣达,881135,纺织制造
002035,华帝股份,881131,白色家电
002036,联创电子,881122,光学光电子
002037,久联发展,881109,化学制品
002038,双鹭药业,881142,生物制品
002039,黔源电力,881145,电力
002040,南京港,881148,港口航运
002041,登海种业,881101,种植业与林业
002042,华孚色纺,881135,纺织制造
002043,兔宝宝,881115,建筑材料
002044,美年健康,881144,医疗器械服务
002045,国光电器,881124,电子制造
002046,轴研科技,881117,通用设备
002047,宝鹰股份,881116,建筑装饰
002048,宁波华翔,881126,汽车零部件
002049,紫光国芯,881121,半导体及元件
002050,三花智控,881131,白色家电
002051,中工国际,881116,建筑装饰
002052,同洲电子,881132,视听器材
002053,云南能投,881134,食品加工制造
002054,德美化工,881109,化学制品
002055,得润电子,881124,电子制造
002056,横店东磁,881123,其他电子
002057,中钢天源,881114,新材料
002058,威尔泰,881120,电气设备
002059,云南旅游,881160,景点及旅游
002060,粤水电,881116,建筑装饰
002061,江山化工,881111,化工新材料
002062,宏润建设,881116,建筑装饰
002063,远光软件,881163,计算机应用
002064,华峰氨纶,881110,化工合成材料
002065,东华软件,881163,计算机应用
002066,瑞泰科技,881115,建筑材料
002067,景兴纸业,881137,造纸
002068,黑猫股份,881110,化工合成材料
002069,獐子岛,881102,养殖业
002070,*ST众和,881135,纺织制造
002071,长城影视,881164,传媒
002072,凯瑞德,881162,通信服务
002073,软控股份,881118,专用设备
002074,国轩高科,881120,电气设备
002075,沙钢股份,881112,钢铁
002076,雪莱特,881123,其他电子
002077,大港股份,881154,园区开发
002078,太阳纸业,881137,造纸
002079,苏州固锝,881121,半导体及元件
002080,中材科技,881111,化工新材料
002081,金螳螂,881116,建筑装饰
002082,栋梁新材,881115,建筑材料
002083,孚日股份,881135,纺织制造
002084,海鸥卫浴,881139,家用轻工
002085,万丰奥威,881126,汽车零部件
002086,东方海洋,881102,养殖业
002087,新野纺织,881135,纺织制造
002088,鲁阳节能,881115,建筑材料
002089,新海宜,881129,通信设备
002090,金智科技,881120,电气设备
002091,江苏国泰,881159,贸易
002092,中泰化学,881108,基础化学
002093,国脉科技,881129,通信设备
002094,青岛金王,881139,家用轻工
002095,生意宝,881162,通信服务
002096,南岭民爆,881109,化学制品
002097,山河智能,881118,专用设备
002098,浔兴股份,881135,纺织制造
002099,海翔药业,881140,化学制药
002100,天康生物,881103,农产品加工
002101,广东鸿图,881126,汽车零部件
002102,冠福股份,881140,化学制药
002103,广博股份,881138,包装印刷
002104,恒宝股份,881129,通信设备
002105,信隆健康,881127,非汽车交运
002106,莱宝高科,881122,光学光电子
002107,沃华医药,881141,中药
002108,沧州明珠,881110,化工合成材料
002109,兴化股份,881109,化学制品
002110,三钢闽光,881112,钢铁
002111,威海广泰,881118,专用设备
002112,三变科技,881120,电气设备
002113,天润数娱,881162,通信服务
002114,罗平锌电,881113,有色冶炼加工
002115,三维通信,881129,通信设备
002116,中国海诚,881116,建筑装饰
002117,东港股份,881138,包装印刷
002118,紫鑫药业,881141,中药
002119,康强电子,881121,半导体及元件
002120,韵达股份,881152,物流
002121,科陆电子,881120,电气设备
002122,天马股份,881117,通用设备
002123,梦网集团,881164,传媒
002124,天邦股份,881103,农产品加工
002125,湘潭电化,881108,基础化学
002126,银轮股份,881126,汽车零部件
002127,南极电商,881162,通信服务
002128,露天煤业,881105,煤炭开采
002129,中环股份,881121,半导体及元件
002130,沃尔核材,881114,新材料
002131,利欧股份,881164,传媒
002132,恒星科技,881117,通用设备
002133,广宇集团,881153,房地产开发
002134,*ST普林,881121,半导体及元件
002135,东南网架,881116,建筑装饰
002136,安纳达,881109,化学制品
002137,麦达数字,881122,光学光电子
002138,顺络电子,881121,半导体及元件
002139,拓邦股份,881124,电子制造
002140,东华科技,881116,建筑装饰
002141,贤丰控股,881123,其他电子
002142,宁波银行,881155,银行
002143,印纪传媒,881164,传媒
002144,宏达高科,881135,纺织制造
002145,中核钛白,881109,化学制品
002146,荣盛发展,881153,房地产开发
002147,新光圆成,881153,房地产开发
002148,北纬科技,881164,传媒
002149,西部材料,881114,新材料
002150,通润装备,881117,通用设备
002151,北斗星通,881166,国防军工
002152,广电运通,881130,计算机设备
002153,石基信息,881163,计算机应用
002154,报喜鸟,881136,服装家纺
002155,湖南黄金,881113,有色冶炼加工
002156,通富微电,881121,半导体及元件
002157,正邦科技,881103,农产品加工
002158,汉钟精机,881117,通用设备
002159,三特索道,881160,景点及旅游
002160,常铝股份,881113,有色冶炼加工
002161,远望谷,881123,其他电子
002162,悦心健康,881115,建筑材料
002163,中航三鑫,881115,建筑材料
002164,宁波东力,881117,通用设备
002165,红宝丽,881111,化工新材料
002166,莱茵生物,881141,中药
002167,东方锆业,881113,有色冶炼加工
002168,深圳惠程,881120,电气设备
002169,智光电气,881120,电气设备
002170,芭田股份,881109,化学制品
002171,楚江新材,881113,有色冶炼加工
002172,澳洋科技,881110,化工合成材料
002173,创新医疗,881102,养殖业
002174,游族网络,881164,传媒
002175,东方网络,881164,传媒
002176,江特电机,881120,电气设备
002177,御银股份,881130,计算机设备
002178,延华智能,881116,建筑装饰
002179,中航光电,881124,电子制造
002180,纳思达,881121,半导体及元件
002181,粤传媒,881164,传媒
002183,怡亚通,881152,物流
002184,海得控制,881120,电气设备
002185,华天科技,881121,半导体及元件
002186,全聚德,881161,酒店及餐饮
002187,广百股份,881158,零售
002188,巴士在线,881124,电子制造
002189,利达光电,881122,光学光电子
002190,成飞集成,881120,电气设备
002191,劲嘉股份,881138,包装印刷
002192,融捷股份,881120,电气设备
002193,如意集团,881135,纺织制造
002194,武汉凡谷,881129,通信设备
002195,二三四五,881163,计算机应用
002196,方正电机,881120,电气设备
002197,证通电子,881130,计算机设备
002198,嘉应制药,881141,中药
002199,东晶电子,881121,半导体及元件
002200,云投生态,881116,建筑装饰
002201,九鼎新材,881111,化工新材料
002202,金风科技,881120,电气设备
002203,海亮股份,881113,有色冶炼加工
002204,大连重工,881118,专用设备
002205,国统股份,881115,建筑材料
002206,海利得,881110,化工合成材料
002207,*ST准油,881107,采掘服务
002208,合肥城建,881153,房地产开发
002209,达意隆,881118,专用设备
002210,飞马国际,881152,物流
002211,宏达新材,881109,化学制品
002212,南洋股份,881120,电气设备
002213,特尔佳,881126,汽车零部件
002214,大立科技,881123,其他电子
002215,诺普信,881109,化学制品
002216,三全食品,881134,食品加工制造
002217,合力泰,881122,光学光电子
002218,拓日新能,881120,电气设备
002219,恒康医疗,881144,医疗器械服务
002220,天宝食品,881103,农产品加工
002221,东华能源,881108,基础化学
002222,福晶科技,881121,半导体及元件
002223,鱼跃医疗,881144,医疗器械服务
002224,三力士,881110,化工合成材料
002225,濮耐股份,881115,建筑材料
002226,江南化工,881109,化学制品
002227,奥特迅,881120,电气设备
002228,合兴包装,881138,包装印刷
002229,鸿博股份,881138,包装印刷
002230,科大讯飞,881163,计算机应用
002231,奥维通信,881129,通信设备
002232,启明信息,881163,计算机应用
002233,塔牌集团,881115,建筑材料
002234,民和股份,881102,养殖业
002235,安妮股份,881137,造纸
002236,大华股份,881130,计算机设备
002237,恒邦股份,881113,有色冶炼加工
002238,天威视讯,881162,通信服务
002239,奥特佳,881126,汽车零部件
002240,威华股份,881139,家用轻工
002241,歌尔股份,881124,电子制造
002242,九阳股份,881131,白色家电
002243,通产丽星,881138,包装印刷
002244,滨江集团,881153,房地产开发
002245,澳洋顺昌,881152,物流
002246,北化股份,881111,化工新材料
002247,帝龙文化,881139,家用轻工
002248,*ST东数,881117,通用设备
002249,大洋电机,881120,电气设备
002250,联化科技,881109,化学制品
002251,步步高,881158,零售
002252,上海莱士,881142,生物制品
002253,川大智胜,881163,计算机应用
002254,泰和新材,881110,化工合成材料
002255,海陆重工,881120,电气设备
002256,兆新股份,881109,化学制品
002258,利尔化学,881109,化学制品
002259,升达林业,881139,家用轻工
002260,德奥通航,881131,白色家电
002261,拓维信息,881164,传媒
002262,恩华药业,881140,化学制药
002263,大东南,881110,化工合成材料
002264,新华都,881158,零售
002265,西仪股份,881126,汽车零部件
002266,浙富控股,881120,电气设备
002267,陕天然气,881146,燃气水务
002268,卫士通,881163,计算机应用
002269,美邦服饰,881136,服装家纺
002270,华明装备,881117,通用设备
002271,东方雨虹,881115,建筑材料
002272,川润股份,881117,通用设备
002273,水晶光电,881122,光学光电子
002274,华昌化工,881109,化学制品
002275,桂林三金,881141,中药
002276,万马股份,881120,电气设备
002277,友阿股份,881158,零售
002278,神开股份,881118,专用设备
002279,久其软件,881163,计算机应用
002280,联络互动,881163,计算机应用
002281,光迅科技,881129,通信设备
002282,博深工具,881117,通用设备
002283,天润曲轴,881126,汽车零部件
002284,亚太股份,881126,汽车零部件
002285,世联行,881153,房地产开发
002286,保龄宝,881103,农产品加工
002287,奇正藏药,881141,中药
002288,超华科技,881121,半导体及元件
002289,宇顺电子,881122,光学光电子
002290,中科新材,881131,白色家电
002291,星期六,881136,服装家纺
002292,奥飞娱乐,881164,传媒
002293,罗莱生活,881136,服装家纺
002294,信立泰,881140,化学制药
002295,精艺股份,881113,有色冶炼加工
002296,辉煌科技,881163,计算机应用
002297,博云新材,881166,国防军工
002298,中电鑫龙,881163,计算机应用
002299,圣农发展,881102,养殖业
002300,太阳电缆,881120,电气设备
002301,齐心集团,881139,家用轻工
002302,西部建设,881115,建筑材料
002303,美盈森,881138,包装印刷
002304,洋河股份,881133,饮料制造
002305,南国置业,881153,房地产开发
002306,*ST云网,881161,酒店及餐饮
002307,北新路桥,881116,建筑装饰
002308,威创股份,881130,计算机设备
002309,中利集团,881120,电气设备
002310,东方园林,881116,建筑装饰
002311,海大集团,881103,农产品加工
002312,*ST三泰,881130,计算机设备
002313,日海通讯,881129,通信设备
002314,南山控股,881153,房地产开发
002315,焦点科技,881162,通信服务
002316,键桥通讯,881129,通信设备
002317,众生药业,881141,中药
002318,久立特材,881112,钢铁
002319,乐通股份,881109,化学制品
002320,海峡股份,881148,港口航运
002321,华英农业,881102,养殖业
002322,理工环科,881120,电气设备
002323,雅百特,881116,建筑装饰
002324,普利特,881110,化工合成材料
002325,洪涛股份,881116,建筑装饰
002326,永太科技,881109,化学制品
002327,富安娜,881136,服装家纺
002328,新朋股份,881126,汽车零部件
002329,皇氏集团,881134,食品加工制造
002330,得利斯,881134,食品加工制造
002331,皖通科技,881163,计算机应用
002332,仙琚制药,881140,化学制药
002333,罗普斯金,881115,建筑材料
002334,英威腾,881120,电气设备
002335,科华恒盛,881120,电气设备
